STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,STATION,,,,,,,,,,,
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/16/2017,0.03,",,7,0700",83,",,7",74,",,7",75,",,7,0700",513117,,,5/11/2017,0,0.03,,0.44,0,0.12,0.01,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/17/2017,0.02,",,7,0700",82,",,7",72,",,7",75,",,7,0700",513117,,,5/12/2017,0,0.04,0,0.1,0,0.02,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/18/2017,0.09,",,7,0700",83,",,7",70,",,7",70,",,7,0700",513117,,,5/13/2017,,0.02,,0.1,,0.12,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/19/2017,0.02,",,7,0700",83,",,7",69,",,7",70,",,7,0700",513117,,,5/14/2017,,0.05,,1,,0.17,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/20/2017,0,",,7,0700",83,",,7",70,",,7",72,",,7,0700",513117,,,5/15/2017,0,0.08,0,0.6,0,0.09,0.05,0.06
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/21/2017,0,",,7,0700",85,",,7",71,",,7",72,",,7,0700",513117,,,5/16/2017,0,0.03,0.05,0.3,0,0.03,0.01,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/22/2017,0,",,7,0700",85,",,7",70,",,7",76,",,7,0700",513117,,,5/17/2017,0,0.02,0,0.06,0,0.07,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/23/2017,0.02,",,7,0700",82,",,7",71,",,7",73,",,7,0700",513117,,,5/18/2017,0,0.09,0.16,0,0,0.13,0.01,0.46
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/24/2017,0.58,",,7,0700",83,",,7",72,",,7",75,",,7,0700",513117,,,5/19/2017,0,0.02,0.01,,0,0.01,0,
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/25/2017,0.37,",,7,0700",82,",,7",69,",,7",69,",,7,0700",513117,,,5/20/2017,,0,0.01,0,,0.02,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/26/2017,0.02,",,7,0700",83,",,7",68,",,7",73,",,7,0700",513117,,,5/21/2017,,0,,0,,0.01,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/27/2017,0,",,7,0700",84,",,7",69,",,7",69,",,7,0700",513117,,,5/22/2017,0,0,0,0.3,0,0.06,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/28/2017,0.29,",,7,0700",83,",,7",69,",,7",71,",,7,0700",513117,,,5/23/2017,0,0.02,0.11,0.44,0.2,0.06,0.08,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/29/2017,0.02,",,7,0700",85,",,7",71,",,7",71,",,7,0700",513117,,,5/24/2017,0.35,0.58,0.1,2.17,0.4,0.3,0.13,0.61
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/30/2017,0.2,",,7,0700",87,",,7",71,",,7",74,",,7,0700",513117,,,5/25/2017,0,0.37,0.07,0.88,0,0.2,0.15,0.55
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,5/31/2017,0.1,",,7,0700",85,",,7",74,",,7",76,",,7,0700",513117,,,5/26/2017,0,0.02,0,0,0,0,,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/1/2017,0.03,",,7,0700",84,",,7",74,",,7",76,",,7,0700",513117,,,5/27/2017,,0,0,0.5,,0,0.01,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/2/2017,0.1,",,7,0700",84,",,7",74,",,7",76,",,7,0700",513117,,,5/28/2017,,0.29,0.02,0,,0.08,0.02,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/3/2017,0.2,",,7,0700",84,",,7",74,",,7",76,",,7,0700",513117,,,5/29/2017,0,0.02,0,,,0.4,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/4/2017,0.15,",,7,0700",83,",,7",73,",,7",78,",,7,0700",513117,,,5/30/2017,0,0.2,0.04,0,0,1.12,0.26,0.11
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/5/2017,0,",,7,0700",87,",,7",73,",,7",76,",,7,0700",513117,,,5/31/2017,0,0.1,0,,0.28,0.25,0.02,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/6/2017,0,",,7,0700",80,",,7",75,",,7",75,",,7,0700",513117,,,6/1/2017,,0.03,0,0.01,,0,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/7/2017,0,",,7,0700",80,",,7",75,",,7",75,",,7,0700",513117,,,6/2/2017,,0.1,0.15,,0,0.09,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/8/2017,0.02,",,7,0700",84,",,7",75,",,7",76,",,7,0700",513117,,,6/3/2017,,0.2,0.16,0,,0.08,0.02,0.15
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/9/2017,0.02,",,7,0700",84,",,7",75,",,7",78,",,7,0700",513117,,,6/4/2017,,0.15,0.05,0.82,,0.13,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/10/2017,0.21,",,7,0700",85,",,7",73,",,7",75,",,7,0700",513117,,,6/5/2017,,0,0.02,0.01,0,0.05,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/11/2017,0.24,",,7,0700",81,",,7",72,",,7",73,",,7,0700",513117,,,6/6/2017,,0,0,0,0,0,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/12/2017,0.19,",,7,0700",84,",,7",73,",,7",76,",,7,0700",513117,,,6/7/2017,,0,0,0.01,0,0,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/13/2017,0.36,",,7,0700",83,",,7",75,",,7",76,",,7,0700",513117,,,6/8/2017,,0.02,0.01,0,0,0,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/14/2017,0.27,",,7,0700",85,",,7",74,",,7",76,",,7,0700",513117,,,6/9/2017,,0.02,0,,0,0.02,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/15/2017,0.17,",,7,0700",83,",,7",74,",,7",77,",,7,0700",513117,,,6/10/2017,,0.21,0.53,0,,0.62,0.04,0.13
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/16/2017,0.02,",,7,0700",82,",,7",76,",,7",76,",,7,0700",513117,,,6/11/2017,,0.24,0.14,0.7,,0.74,0.08,0.25
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/17/2017,0.35,",,7,0700",84,",,7",76,",,7",77,",,7,0700",513117,,,6/12/2017,,0.19,0.35,0.81,,0.24,0.02,0.14
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/18/2017,0.25,",,7,0700",84,",,7",72,",,7",72,",,7,0700",513117,,,6/13/2017,,0.36,0.1,0.65,0,0.24,0,0.03
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/19/2017,0.05,",,7,0700",81,",,7",71,",,7",77,",,7,0700",513117,,,6/14/2017,,0.27,0.21,0.81,0,0.22,0,0.06
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/20/2017,0.05,",,7,0700",84,",,7",75,",,7",75,",,7,0700",513117,,,6/15/2017,,0.17,0.3,1.69,0,0.55,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/21/2017,0.02,",,7,0700",86,",,7",73,",,7",82,",,7,0700",513117,,,6/16/2017,,0.02,0.02,0.1,0,0.06,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/22/2017,0.1,",,7,0700",85,",,7",73,",,7",77,",,7,0700",513117,,,6/17/2017,,0.35,0.02,0.1,,0.07,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/23/2017,0,",,7,0700",85,",,7",76,",,7",76,",,7,0700",513117,,,6/18/2017,,0.25,0.18,0.7,,0.24,0.05,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/24/2017,0,",,7,0700",85,",,7",73,",,7",74,",,7,0700",513117,,,6/19/2017,,0.05,0.19,0.4,0,0.08,0,0.01
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/25/2017,0.08,",,7,0700",85,",,7",73,",,7",73,",,7,0700",513117,,,6/20/2017,,0.05,0.17,0.31,0,0,0.02,
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/26/2017,0.02,",,7,0700",86,",,7",73,",,7",77,",,7,0700",513117,,,6/21/2017,,0.02,,0.3,0,0.19,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/27/2017,0,",,7,0700",86,",,7",77,",,7",77,",,7,0700",513117,,,6/22/2017,,0.1,,0.28,0,0.06,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/28/2017,0.01,",,7,0700",84,",,7",77,",,7",77,",,7,0700",513117,,,6/23/2017,,0,0,0.5,0,0.12,0,0.05
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/29/2017,0.03,",,7,0700",85,",,7",74,",,7",76,",,7,0700",513117,,,6/24/2017,,0,,0.22,,0.36,0.06,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,6/30/2017,0.04,",,7,0700",85,",,7",73,",,7",74,",,7,0700",513117,,,6/25/2017,,0.08,,0.5,,0.02,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/1/2017,0.06,",,7,0700",84,",,7",72,",,7",76,",,7,0700",513117,,,6/26/2017,,0.02,0,0.02,0,0.06,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/2/2017,0.05,",,7,0700",85,",,7",76,",,7",77,",,7,0700",513117,,,6/27/2017,,0,,0.1,0,0.01,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/3/2017,0.13,",,7,0700",85,",,7",75,",,7",77,",,7,0700",513117,,,6/28/2017,,0.01,,0.02,0,0,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/4/2017,0.03,",,7,0700",85,",,7",74,",,7",77,",,7,0700",513117,,,6/29/2017,,0.03,0,0.04,0,0,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/5/2017,0,",,7,0700",87,",,7",77,",,7",77,",,7,0700",513117,,,6/30/2017,,0.04,0,0.2,0.12,0.01,0.08,0.07
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/6/2017,0,",,7,0700",86,",,7",76,",,7",76,",,7,0700",513117,,,7/1/2017,,0.06,,0.1,,0.08,0.02,
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/7/2017,0.02,",,7,0700",85,",,7",75,",,7",77,",,7,0700",513117,,,7/2/2017,,0.05,,0.5,,0.15,0.02,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/8/2017,0.02,",,7,0700",86,",,7",76,",,7",76,",,7,0700",513117,,,7/3/2017,,0.13,0,0.4,0,0.15,0.04,0.02
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/9/2017,0.09,",,7,0700",86,",,7",74,",,7",76,",,7,0700",513117,,,7/4/2017,,0.03,,0,,0.08,0.04,
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/10/2017,0,",,7,0700",86,",,7",76,",,7",79,",,7,0700",513117,,,7/5/2017,,0,0,0,0,0,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/11/2017,0.01,",,7,0700",87,",,7",74,",,7",76,",,7,0700",513117,,,7/6/2017,,0,,0.02,0,0,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/12/2017,0.01,",,7,0700",87,",,7",76,",,7",78,",,7,0700",513117,,,7/7/2017,,0.02,0,0.3,0,0.18,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/13/2017,0.33,",,7,0700",87,",,7",75,",,7",76,",,7,0700",513117,,,7/8/2017,,0.02,0.06,0.02,,0,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/14/2017,0.05,",,7,0700",86,",,7",76,",,7",80,",,7,0700",513117,,,7/9/2017,,0.09,0,0,,0.11,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/15/2017,0.03,",,7,0700",86,",,7",76,",,7",79,",,7,0700",513117,,,7/10/2017,,0,0,0.02,0,0.02,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/16/2017,0.07,",,7,0700",87,",,7",75,",,7",76,",,7,0700",513117,,,7/11/2017,,0.01,0,0,0,0.02,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/17/2017,0.12,",,7,0700",85,",,7",75,",,7",75,",,7,0700",513117,,,7/12/2017,,0.01,0.02,0.05,0,0.28,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/18/2017,0.03,",,7,0700",84,",,7",75,",,7",78,",,7,0700",513117,,,7/13/2017,,0.33,0.3,0.68,0,0.32,0.07,0.11
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/19/2017,0,",,7,0700",85,",,7",77,",,7",78,",,7,0700",513117,,,7/14/2017,,0.05,0,0.68,0,0.2,0.02,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/20/2017,0.12,",,7,0700",85,",,7",75,",,7",78,",,7,0700",513117,,,7/15/2017,,0.03,0.01,0.1,,0.05,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/21/2017,0,",,7,0700",85,",,7",77,",,7",78,",,7,0700",513117,,,7/16/2017,,0.07,0.12,0.5,,0.1,0.02,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/22/2017,0.07,",,7,0700",86,",,7",73,",,7",78,",,7,0700",513117,,,7/17/2017,,0.12,0.16,0.39,0,0.21,0.03,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/23/2017,0.06,",,7,0700",84,",,7",75,",,7",75,",,7,0700",513117,,,7/18/2017,,0.03,0,2.4,0,0.05,0.05,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/24/2017,0.58,",,7,0700",88,",,7",75,",,7",78,",,7,0700",513117,,,7/19/2017,0,0,0.09,0.27,0,0.05,,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/25/2017,0.03,",,7,0700",88,",,7",77,",,7",78,",,7,0700",513117,,,7/20/2017,0,0.12,0,0.7,0,0.06,0.03,0.33
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/26/2017,0.06,",,7,0700",85,",,7",76,",,7",78,",,7,0700",513117,,,7/21/2017,0,0,0,0.1,0,0.03,0,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/27/2017,0,",,7,0700",85,",,7",77,",,7",77,",,7,0700",513117,,,7/22/2017,,0.07,0.12,4,0,0.2,0.03,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/28/2017,0.13,",,7,0700",86,",,7",74,",,7",77,",,7,0700",513117,,,7/23/2017,,0.06,0.07,0.8,0,0.2,0,
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/29/2017,0.06,",,7,0700",85,",,7",76,",,7",78,",,7,0700",513117,,,7/24/2017,0,0.58,1.19,0.84,0,0.61,0.05,0
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/30/2017,0,",,7,0700",87,",,7",77,",,7",78,",,7,0700",513117,,,7/25/2017,0,0.03,0.12,0.3,0,0.11,0,0.05
USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,7/31/2017,0,",,7,0700",87,",,7",77,",,7",77,",,7,0700",513117,,,7/26/2017,0,0.06,0.02,0.3,0,0.12,0,0
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/1/2016,0.54,",,7,0700",82,",,7",76,",,7",77,",,7,0700",519523,,,7/27/2017,0,0,0,0,0,0.01,0,0
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/2/2016,0.07,",,7,0700",85,",,7",75,",,7",78,",,7,0700",519523,,,7/28/2017,0,0.13,0.14,0.4,0.01,0.09,0,0
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/3/2016,0,",,7,0700",85,",,7",75,",,7",81,",,7,0700",519523,,,7/29/2017,,0.06,0.02,0.3,,0.23,0,0
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/4/2016,0.25,",,7,0700",85,",,7",76,",,7",80,",,7,0700",519523,,,7/30/2017,,0,,0.3,,0,0,0
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/5/2016,0,",,7,0700",86,",,7",76,",,7",80,",,7,0700",519523,,,7/31/2017,0,0,0,0,0,0,0,0
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/6/2016,0.04,",,7,0700",85,",,7",76,",,7",79,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/7/2016,0.4,",,7,0700",85,",,7",77,",,7",79,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/8/2016,0,",,7,0700",86,",,7",78,",,7",83,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/9/2016,0.01,",,7,0700",86,",,7",76,",,7",80,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/10/2016,0,",,7,0700",86,",,7",78,",,7",82,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/11/2016,0,",,7,0700",86,",,7",77,",,7",80,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/12/2016,0,",,7,0700",86,",,7",76,",,7",77,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/13/2016,0.01,",,7,0700",85,",,7",75,",,7",81,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/14/2016,0,",,7,0700",85,",,7",77,",,7",82,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/15/2016,0,",,7,0700",84,",,7",77,",,7",81,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/16/2016,0,",,7,0700",86,",,7",77,",,7",80,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/17/2016,0,",,7,0700",86,",,7",73,",,7",78,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/18/2016,0,",,7,0700",86,",,7",78,",,7",81,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/19/2016,0,",,7,0700",82,",,7",77,",,7",79,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/20/2016,0,",,7,0700",86,",,7",75,",,7",81,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/21/2016,0.41,",,7,0700",85,",,7",75,",,7",80,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/22/2016,0.4,",,7,0700",81,",,7",76,",,7",80,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/23/2016,0.02,",,7,0700",82,",,7",78,",,7",80,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/24/2016,1.22,",,7,0700",83,",,7",77,",,7",79,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/25/2016,0.21,",,7,0700",87,",,7",79,",,7",80,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/26/2016,0,",,7,0700",85,",,7",77,",,7",84,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/27/2016,0,",,7,0700",85,",,7",74,",,7",81,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/28/2016,0.14,",,7,0700",84,",,7",73,",,7",80,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/29/2016,0,",,7,0700",83,",,7",76,",,7",79,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/30/2016,0,",,7,0700",85,",,7",77,",,7",78,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,8/31/2016,0.25,",,7,0700",82,",,7",77,",,7",78,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/2/2016,,,87,",,7",78,",,7",81,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/3/2016,0.08,",,7,0700",85,",,7",76,",,7",78,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/4/2016,0.74,",,7,0700",86,",,7",72,",,7",84,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/5/2016,0.02,",,7,0700",86,",,7",76,",,7",84,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/6/2016,0.03,",,7,0700",85,",,7",74,",,7",78,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/7/2016,0.11,",,7,0700",86,",,7",73,",,7",76,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/8/2016,0.01,",,7,0700",85,",,7",73,",,7",79,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/9/2016,0.23,",,7,0700",86,",,7",72,",,7",77,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/10/2016,0.14,",,7,0700",85,",,7",73,",,7",78,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/11/2016,0.12,",,7,0700",84,",,7",73,",,7",83,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/12/2016,0.15,",,7,0700",84,",,7",74,",,7",78,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/13/2016,0.46,",,7,0700",82,",,7",76,",,7",77,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/14/2016,1.19,",,7,0700",83,",,7",74,",,7",77,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/15/2016,0.17,",,7,0700",82,",,7",74,",,7",79,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/16/2016,0.01,",,7,0700",85,",,7",78,",,7",78,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/17/2016,0,",,7,0700",84,",,7",78,",,7",81,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/18/2016,0.04,",,7,0700",84,",,7",78,",,7",81,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/19/2016,0.05,",,7,0700",85,",,7",75,",,7",78,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/20/2016,0.04,",,7,0700",84,",,7",73,",,7",77,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/21/2016,0,",,7,0700",84,",,7",73,",,7",79,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/22/2016,0.01,",,7,0700",84,",,7",74,",,7",79,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/23/2016,0,",,7,0700",84,",,7",76,",,7",80,",,7,0700",519523,,,,,,,,,,,
USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US",21.33556,-157.71139,19.5,9/24/2016,0,",,7,0700",86,",,7",79,",,7",83,",,7,0700",519523,,,,,,,,,,,
